Repo_Name,GitHub URL,Total number of UML files,No. of .uml,No. of .xmi,No. of .svg,No. of .png,No. of .jpeg,No. of .bmp,No. of .jpg,No. of .gif,Status,New location
StephenRJ/5.1_frameworks_m/,https://github.com/StephenRJ/5.1_frameworks_m/,1,1,0,0,0,0,0,0,0,404,
stephenstanwood/to_my_name/,https://github.com/stephenstanwood/to_my_name/,1,0,0,0,1,0,0,0,0,404,
StephenStrickland/IntroSWE/,https://github.com/StephenStrickland/IntroSWE/,1,0,0,0,1,0,0,0,0,404,
shivajid/atlas/,https://github.com/shivajid/atlas/,1,0,0,0,1,0,0,0,0,200,
shlomitArgov/MBank3.0/,https://github.com/shlomitArgov/MBank3.0/,1,0,0,0,0,0,0,1,0,200,
shmeleva/Human-Detection-Course-Project/,https://github.com/shmeleva/Human-Detection-Course-Project/,1,0,0,0,1,0,0,0,0,200,
shnee/bitys/,https://github.com/shnee/bitys/,1,0,1,0,0,0,0,0,0,200,
shnee/kratzen/,https://github.com/shnee/kratzen/,1,0,1,0,0,0,0,0,0,200,
shnizelsh/halftoning-evaluator/,https://github.com/shnizelsh/halftoning-evaluator/,1,0,0,0,1,0,0,0,0,200,
shojimonk/The-Open-WEI/,https://github.com/shojimonk/The-Open-WEI/,1,0,0,0,1,0,0,0,0,200,
sholihin/java_fundamental/,https://github.com/sholihin/java_fundamental/,1,0,0,0,0,0,0,1,0,200,
steveGuRen/mybootUml/,https://github.com/steveGuRen/mybootUml/,1,1,0,0,0,0,0,0,0,404,
shomah4a/trolle/,https://github.com/shomah4a/trolle/,1,0,0,0,0,0,0,1,0,200,
shonenada/think-python/,https://github.com/shonenada/think-python/,1,0,0,0,0,0,0,1,0,301,https://github.com/shonenada-archives/think-python
shopex/prism-utils/,https://github.com/shopex/prism-utils/,1,0,0,0,1,0,0,0,0,200,
stevenbeales/ClinicalPortalDemo/,https://github.com/stevenbeales/ClinicalPortalDemo/,1,1,0,0,0,0,0,0,0,404,
ShoppinPal/cloud-pos-router/,https://github.com/ShoppinPal/cloud-pos-router/,1,0,0,0,1,0,0,0,0,200,
shopware/devdocs/,https://github.com/shopware/devdocs/,1,0,0,0,1,0,0,0,0,301,https://github.com/shopware5/devdocs
Stevenhuangqian/myspringSource/,https://github.com/Stevenhuangqian/myspringSource/,1,0,0,0,0,0,0,0,1,404,
stevenjlm/img-synth/,https://github.com/stevenjlm/img-synth/,1,1,0,0,0,0,0,0,0,404,
Shounin/WikiApp/,https://github.com/Shounin/WikiApp/,1,0,0,0,1,0,0,0,0,200,
showcheap/SiPUS/,https://github.com/showcheap/SiPUS/,1,0,0,1,0,0,0,0,0,301,https://github.com/suciptoid/SiPUS
showwin/Semantic-Network/,https://github.com/showwin/Semantic-Network/,1,0,0,0,1,0,0,0,0,200,
shraderc/NKU/,https://github.com/shraderc/NKU/,1,0,0,0,1,0,0,0,0,301,https://github.com/coreyshrader/NKU
stevops/simsalaBIM/,https://github.com/stevops/simsalaBIM/,1,1,0,0,0,0,0,0,0,404,
shravan20084312/citygram/,https://github.com/shravan20084312/citygram/,1,0,0,0,1,0,0,0,0,200,
ShravyaGaddam/Software-Engineering/,https://github.com/ShravyaGaddam/Software-Engineering/,1,0,0,0,0,0,0,1,0,200,
shree-nidhi/SOAProjects/,https://github.com/shree-nidhi/SOAProjects/,1,0,0,0,0,0,0,1,0,200,
shridharmanvi/Airlines/,https://github.com/shridharmanvi/Airlines/,1,0,0,0,0,0,0,1,0,200,
Stitchblade/INFDTA01-2/,https://github.com/Stitchblade/INFDTA01-2/,1,0,0,0,1,0,0,0,0,404,
Stive-11/LetsChat/,https://github.com/Stive-11/LetsChat/,1,1,0,0,0,0,0,0,0,404,
Stjo83/ChiliBot/,https://github.com/Stjo83/ChiliBot/,1,1,0,0,0,0,0,0,0,404,
Stjo83/TuristApp-v5/,https://github.com/Stjo83/TuristApp-v5/,1,1,0,0,0,0,0,0,0,404,
stkoev81/Onlinestore/,https://github.com/stkoev81/Onlinestore/,1,0,0,0,1,0,0,0,0,404,
stkunkel/masterthesis/,https://github.com/stkunkel/masterthesis/,1,0,0,0,1,0,0,0,0,404,
Shruthi218/Data-Structures/,https://github.com/Shruthi218/Data-Structures/,1,0,0,0,1,0,0,0,0,200,
shruthiag96/ns3-dev-vns/,https://github.com/shruthiag96/ns3-dev-vns/,1,0,0,0,1,0,0,0,0,200,
shruthiag96/VNS-NS-3.24.1/,https://github.com/shruthiag96/VNS-NS-3.24.1/,1,0,0,0,1,0,0,0,0,200,
shry15harsh/ts14/,https://github.com/shry15harsh/ts14/,1,0,0,0,0,0,0,1,0,200,
shsun/android_xadsdk_template/,https://github.com/shsun/android_xadsdk_template/,1,0,0,0,0,0,0,1,0,200,
shuai/xiefen-s-portfolio/,https://github.com/shuai/xiefen-s-portfolio/,1,0,0,0,0,0,0,1,0,200,
Stormancer/stormancer-sdk-cpp/,https://github.com/Stormancer/stormancer-sdk-cpp/,1,0,0,0,0,0,0,1,0,404,
ShuaiZhao/sync-chat-test-backup/,https://github.com/ShuaiZhao/sync-chat-test-backup/,1,0,0,0,1,0,0,0,0,200,
shuangwin/simulation/,https://github.com/shuangwin/simulation/,1,0,0,0,1,0,0,0,0,200,
ShubhamShah/sipml5/,https://github.com/ShubhamShah/sipml5/,1,0,0,0,1,0,0,0,0,200,
shubhcollaborator/newpodam/,https://github.com/shubhcollaborator/newpodam/,1,0,0,0,1,0,0,0,0,200,
shuiziliuBUPT/HelloWorld/,https://github.com/shuiziliuBUPT/HelloWorld/,1,0,0,0,1,0,0,0,0,200,
shujukuss/codehub/,https://github.com/shujukuss/codehub/,1,0,0,0,0,0,0,0,1,200,
Stranderer/The_Colonies/,https://github.com/Stranderer/The_Colonies/,1,1,0,0,0,0,0,0,0,404,
shule0000/mlnxUI/,https://github.com/shule0000/mlnxUI/,1,0,0,0,0,0,0,0,1,200,
shumash/db_project/,https://github.com/shumash/db_project/,1,0,0,0,1,0,0,0,0,200,
shuming2/as1/,https://github.com/shuming2/as1/,1,0,0,0,0,0,0,1,0,200,
shunenchen/CSE218-2013-WINTER/,https://github.com/shunenchen/CSE218-2013-WINTER/,1,0,0,0,1,0,0,0,0,200,
shurcooL/eX0/,https://github.com/shurcooL/eX0/,1,0,0,0,1,0,0,0,0,200,
Shuyang/uic-automatic-reviewer/,https://github.com/Shuyang/uic-automatic-reviewer/,1,0,0,0,1,0,0,0,0,200,
shwetankv/armadio/,https://github.com/shwetankv/armadio/,1,0,0,0,0,0,0,1,0,200,
shwetazutshi/5303-Database-Shweta/,https://github.com/shwetazutshi/5303-Database-Shweta/,1,0,0,0,1,0,0,0,0,200,
Si1314/memoria/,https://github.com/Si1314/memoria/,1,0,0,0,0,0,0,1,0,200,
stripthis/river01/,https://github.com/stripthis/river01/,1,0,1,0,0,0,0,0,0,404,
Sid3y1/server/,https://github.com/Sid3y1/server/,1,0,0,0,1,0,0,0,0,200,
StriveTogether/StudentSuccessDashboard/,https://github.com/StriveTogether/StudentSuccessDashboard/,1,1,0,0,0,0,0,0,0,404,
siddarth-chowdhary/Study-Material-PHP/,https://github.com/siddarth-chowdhary/Study-Material-PHP/,1,0,0,0,1,0,0,0,0,200,
Strtg/stuff/,https://github.com/Strtg/stuff/,1,0,0,0,1,0,0,0,0,404,
StrubT/DVDBDCollection/,https://github.com/StrubT/DVDBDCollection/,1,0,0,0,1,0,0,0,0,404,
SiderZhang/p2pns3/,https://github.com/SiderZhang/p2pns3/,1,0,0,0,1,0,0,0,0,200,
SidharthaRay/DataSciences/,https://github.com/SidharthaRay/DataSciences/,1,0,0,0,1,0,0,0,0,200,
sidlors/dozer/,https://github.com/sidlors/dozer/,1,0,0,0,0,0,0,1,0,200,
sidneiglasman/marcapasso2/,https://github.com/sidneiglasman/marcapasso2/,1,0,0,0,1,0,0,0,0,200,
SIEGE/siege/,https://github.com/SIEGE/siege/,1,0,1,0,0,0,0,0,0,200,
sigasi/sigasi_insights/,https://github.com/sigasi/sigasi_insights/,1,0,0,0,1,0,0,0,0,200,
stuarthoye/as1/,https://github.com/stuarthoye/as1/,1,0,0,0,1,0,0,0,0,404,
SigmaTrab/sigma/,https://github.com/SigmaTrab/sigma/,1,0,0,0,1,0,0,0,0,200,
studerw/bootstrap-spring-mvc/,https://github.com/studerw/bootstrap-spring-mvc/,1,0,0,0,1,0,0,0,0,404,
Signiant/CruiseControl/,https://github.com/Signiant/CruiseControl/,1,0,0,0,1,0,0,0,0,200,
signove/antidote/,https://github.com/signove/antidote/,1,0,0,0,1,0,0,0,0,200,
sigrond/procesy_rozproszone/,https://github.com/sigrond/procesy_rozproszone/,1,0,0,1,0,0,0,0,0,200,
SijmenHuizenga/ESD_ANWB-Auto/,https://github.com/SijmenHuizenga/ESD_ANWB-Auto/,1,0,0,0,1,0,0,0,0,200,
SijmenHuizenga/ESD_lichtkrant/,https://github.com/SijmenHuizenga/ESD_lichtkrant/,1,0,0,0,1,0,0,0,0,200,
stupidwolf/OSDesign/,https://github.com/stupidwolf/OSDesign/,1,1,0,0,0,0,0,0,0,404,
SijmenHuizenga/SubSet/,https://github.com/SijmenHuizenga/SubSet/,1,0,0,0,1,0,0,0,0,200,
SijmenHuizenga/SugarWars/,https://github.com/SijmenHuizenga/SugarWars/,1,0,0,0,1,0,0,0,0,200,
stzhangjk/Library/,https://github.com/stzhangjk/Library/,1,1,0,0,0,0,0,0,0,404,
sikoried/jstk/,https://github.com/sikoried/jstk/,1,0,0,0,1,0,0,0,0,200,
silasm/MentorWeb-RAD/,https://github.com/silasm/MentorWeb-RAD/,1,0,0,0,1,0,0,0,0,200,
silei862/robotic/,https://github.com/silei862/robotic/,1,0,1,0,0,0,0,0,0,200,
suavid/nymsa/,https://github.com/suavid/nymsa/,1,0,1,0,0,0,0,0,0,404,
sillsdev/lift-standard/,https://github.com/sillsdev/lift-standard/,1,0,1,0,0,0,0,0,0,200,
silnrsi/smith/,https://github.com/silnrsi/smith/,1,0,1,0,0,0,0,0,0,200,
silviogneto/ProjetoFinalWeb/,https://github.com/silviogneto/ProjetoFinalWeb/,1,0,0,0,1,0,0,0,0,200,
simara-svatopluk/LOST/,https://github.com/simara-svatopluk/LOST/,1,0,0,0,0,0,0,1,0,200,
simhacks/android_platform_frameworks_base/,https://github.com/simhacks/android_platform_frameworks_base/,1,0,0,0,0,0,0,0,1,200,
simoku/TietokantaSovellus/,https://github.com/simoku/TietokantaSovellus/,1,0,1,0,0,0,0,0,0,200,
simon-fu/pjproject-adv/,https://github.com/simon-fu/pjproject-adv/,1,0,0,0,1,0,0,0,0,200,
simonlischka/sp1-planthejam/,https://github.com/simonlischka/sp1-planthejam/,1,0,0,0,1,0,0,0,0,301,https://github.com/sim-li/sp1-planthejam
simonseyock/MiniSynth/,https://github.com/simonseyock/MiniSynth/,1,0,0,0,1,0,0,0,0,200,
SimplyRamya24/OOP---Delegation-Inorder-traversal-of-BST/,https://github.com/SimplyRamya24/OOP---Delegation-Inorder-traversal-of-BST/,1,0,0,0,1,0,0,0,0,200,
suemi994/suemi994.github.io/,https://github.com/suemi994/suemi994.github.io/,1,0,0,0,1,0,0,0,0,404,
simvisage/aramis_cdt/,https://github.com/simvisage/aramis_cdt/,1,0,1,0,0,0,0,0,0,200,
Sin-limites/AndroidCameraApp/,https://github.com/Sin-limites/AndroidCameraApp/,1,0,0,0,1,0,0,0,0,200,
sinch/net-redirect-call/,https://github.com/sinch/net-redirect-call/,1,0,0,0,1,0,0,0,0,200,
sineadkearney/Portfolio_of_code/,https://github.com/sineadkearney/Portfolio_of_code/,1,0,0,0,0,0,0,1,0,200,
singintherain/singintherain.github.io/,https://github.com/singintherain/singintherain.github.io/,1,0,0,0,1,0,0,0,0,200,
SingularityCat/pcpaps/,https://github.com/SingularityCat/pcpaps/,1,0,1,0,0,0,0,0,0,200,
sinojelly/plantumleditor/,https://github.com/sinojelly/plantumleditor/,1,0,0,0,1,0,0,0,0,200,
SINTEF-9012/ThingML/,https://github.com/SINTEF-9012/ThingML/,1,0,0,0,0,0,0,1,0,301,https://github.com/TelluIoT/ThingML
sujeeharan/2ndSemProject/,https://github.com/sujeeharan/2ndSemProject/,1,1,0,0,0,0,0,0,0,404,
SINTEF-SIT/emht/,https://github.com/SINTEF-SIT/emht/,1,0,0,0,1,0,0,0,0,200,
SINTEF-SIT/project_gravity/,https://github.com/SINTEF-SIT/project_gravity/,1,0,0,0,1,0,0,0,0,200,
SIPfoundry/sipXconfig/,https://github.com/SIPfoundry/sipXconfig/,1,0,0,0,1,0,0,0,0,200,
SIPfoundry/sipXrouter/,https://github.com/SIPfoundry/sipXrouter/,1,0,0,0,1,0,0,0,0,200,
sumannewton/Car-Pool/,https://github.com/sumannewton/Car-Pool/,1,0,0,0,0,0,0,1,0,404,
sipfoundrydev/sipXconfig/,https://github.com/sipfoundrydev/sipXconfig/,1,0,0,0,1,0,0,0,0,200,
sipfoundrydev/sipXrouter/,https://github.com/sipfoundrydev/sipXrouter/,1,0,0,0,1,0,0,0,0,200,
sippet/pjproject/,https://github.com/sippet/pjproject/,1,0,0,0,1,0,0,0,0,200,
sipsorcery/sipsorcery/,https://github.com/sipsorcery/sipsorcery/,1,0,0,0,1,0,0,0,0,301,https://github.com/sipsorcery-org/sipsorcery
sipXtapi/sipXtapi-svn-mirror/,https://github.com/sipXtapi/sipXtapi-svn-mirror/,1,0,0,0,1,0,0,0,0,200,
sipXtapi/sipXtapi/,https://github.com/sipXtapi/sipXtapi/,1,0,0,0,1,0,0,0,0,200,
sirarsalih/Games/,https://github.com/sirarsalih/Games/,1,0,0,0,1,0,0,0,0,200,
sirca/clusterous/,https://github.com/sirca/clusterous/,1,0,0,0,1,0,0,0,0,200,
sirinath/Javolution/,https://github.com/sirinath/Javolution/,1,0,0,0,1,0,0,0,0,200,
sirinath/root/,https://github.com/sirinath/root/,1,0,0,0,1,0,0,0,0,200,
SiriusLab/SiriusLab.github.io/,https://github.com/SiriusLab/SiriusLab.github.io/,1,0,0,0,0,0,0,0,1,200,
siropo/Telerik_academy_homework/,https://github.com/siropo/Telerik_academy_homework/,1,0,0,0,1,0,0,0,0,200,
sirrice/6092/,https://github.com/sirrice/6092/,1,0,0,0,1,0,0,0,0,200,
sunny256/iabak-shard1/,https://github.com/sunny256/iabak-shard1/,1,1,0,0,0,0,0,0,0,404,
Sirzou/ADSI/,https://github.com/Sirzou/ADSI/,1,0,0,0,0,0,0,1,0,301,https://github.com/iampandor/ADSI
Sisyph/embRando/,https://github.com/Sisyph/embRando/,1,0,0,0,1,0,0,0,0,200,
sitcomlab/IPED-Toolkit/,https://github.com/sitcomlab/IPED-Toolkit/,1,0,0,0,1,0,0,0,0,200,
sunrenjie/3rd-deadly-technotes/,https://github.com/sunrenjie/3rd-deadly-technotes/,1,0,0,0,1,0,0,0,0,404,
site-builder/overview/,https://github.com/site-builder/overview/,1,0,0,1,0,0,0,0,0,200,
sitkatech/miradi-client/,https://github.com/sitkatech/miradi-client/,1,0,0,0,1,0,0,0,0,200,
sivasrinivas/SalesTax/,https://github.com/sivasrinivas/SalesTax/,1,0,0,0,1,0,0,0,0,200,
siwells/teaching_set08114/,https://github.com/siwells/teaching_set08114/,1,0,0,0,1,0,0,0,0,200,
SuperDuperMartin/CrimeHeadlineSystem/,https://github.com/SuperDuperMartin/CrimeHeadlineSystem/,1,1,0,0,0,0,0,0,0,404,
SixK/CC1101-X2D-Heaters/,https://github.com/SixK/CC1101-X2D-Heaters/,1,0,0,0,1,0,0,0,0,200,
sj-CUNY/localization/,https://github.com/sj-CUNY/localization/,1,0,0,0,1,0,0,0,0,200,
sj-CUNY/ns3_igraph/,https://github.com/sj-CUNY/ns3_igraph/,1,0,0,0,1,0,0,0,0,200,
SJC-Onsite1/FurnitureStore/,https://github.com/SJC-Onsite1/FurnitureStore/,1,0,0,0,0,0,0,1,0,200,
Sjorskeee/gameoflife/,https://github.com/Sjorskeee/gameoflife/,1,0,0,0,0,0,0,0,1,200,
SJSU-CMPE202-Group12/X-Fighter/,https://github.com/SJSU-CMPE202-Group12/X-Fighter/,1,0,0,0,1,0,0,0,0,200,
superoracl/itcastOA/,https://github.com/superoracl/itcastOA/,1,1,0,0,0,0,0,0,0,404,
Skaelv/Tp_Heritage/,https://github.com/Skaelv/Tp_Heritage/,1,0,0,0,0,0,0,1,0,301,https://github.com/kant01ne/Tp_Heritage
skatpgusskat/KoreaUnivHomework_2015_2/,https://github.com/skatpgusskat/KoreaUnivHomework_2015_2/,1,0,0,0,1,0,0,0,0,301,https://github.com/namse/KoreaUnivHomework_2015_2
skempken/interverdikom/,https://github.com/skempken/interverdikom/,1,0,0,0,1,0,0,0,0,200,
Suprcode/mir3/,https://github.com/Suprcode/mir3/,1,0,0,0,0,0,1,0,0,404,
Skidra/ing_software/,https://github.com/Skidra/ing_software/,1,0,0,0,0,1,0,0,0,200,
Surafel/js/,https://github.com/Surafel/js/,1,0,0,0,0,0,0,1,0,404,
suraj-mahajan/Enterprise/,https://github.com/suraj-mahajan/Enterprise/,1,0,0,0,1,0,0,0,0,404,
SkierDude/https---github.com-wakaleo-game-of-life/,https://github.com/SkierDude/https---github.com-wakaleo-game-of-life/,1,0,0,0,0,0,0,0,1,200,
skillgarage/skillgarage.github.io/,https://github.com/skillgarage/skillgarage.github.io/,1,0,0,0,1,0,0,0,0,301,https://github.com/cfpperche2/skillgarage.github.io
skliche/request-metrics-analyzer-next/,https://github.com/skliche/request-metrics-analyzer-next/,1,0,0,0,1,0,0,0,0,200,
skltp/images/,https://github.com/skltp/images/,1,0,0,0,1,0,0,0,0,200,
suryap89/SEFall2015/,https://github.com/suryap89/SEFall2015/,1,0,0,0,1,0,0,0,0,404,
Skoreto/FitSpirit/,https://github.com/Skoreto/FitSpirit/,1,0,0,0,0,0,0,1,0,200,
sushilbshinde/ezpublish-study/,https://github.com/sushilbshinde/ezpublish-study/,1,0,0,0,1,0,0,0,0,404,
Skory/translator/,https://github.com/Skory/translator/,1,0,0,0,1,0,0,0,0,200,
skwidz/cellingeAs1/,https://github.com/skwidz/cellingeAs1/,1,0,0,0,1,0,0,0,0,200,
Skycelot/plicanterra/,https://github.com/Skycelot/plicanterra/,1,0,0,0,1,0,0,0,0,200,
sutrkiller/LegoManager/,https://github.com/sutrkiller/LegoManager/,1,0,0,0,0,0,0,1,0,404,
skyfeng530/activiti-explorer/,https://github.com/skyfeng530/activiti-explorer/,1,0,0,1,0,0,0,0,0,200,
SkylerPeterson/ROS-SAT-Schedule-Solver/,https://github.com/SkylerPeterson/ROS-SAT-Schedule-Solver/,1,0,0,0,1,0,0,0,0,200,
skynex/ProjetLicence/,https://github.com/skynex/ProjetLicence/,1,0,0,0,1,0,0,0,0,301,https://github.com/skynex-zz/ProjetLicence
skynxnex/theTimeloggers/,https://github.com/skynxnex/theTimeloggers/,1,0,0,1,0,0,0,0,0,200,
SkySchermer/uweclang/,https://github.com/SkySchermer/uweclang/,1,0,0,0,0,0,0,0,1,301,https://github.com/solarretrace/uweclang
skython/eXe/,https://github.com/skython/eXe/,1,0,1,0,0,0,0,0,0,200,
SvAmstel/SOP/,https://github.com/SvAmstel/SOP/,1,0,0,0,0,0,0,0,1,404,
SkyTruth/pelagos-client/,https://github.com/SkyTruth/pelagos-client/,1,0,0,1,0,0,0,0,0,301,https://github.com/GlobalFishingWatch/pelagos-client
svanteschubert/ox-odfdom/,https://github.com/svanteschubert/ox-odfdom/,1,0,0,0,0,0,0,1,0,404,
Slaan/GKA/,https://github.com/Slaan/GKA/,1,0,0,0,0,0,0,1,0,200,
slebok/zoo/,https://github.com/slebok/zoo/,1,0,1,0,0,0,0,0,0,200,
SleeplessByte/programming-life/,https://github.com/SleeplessByte/programming-life/,1,0,0,0,1,0,0,0,0,301,https://github.com/programming-life/programming-life-2013
slevenhagen/odoo-npg/,https://github.com/slevenhagen/odoo-npg/,1,0,0,0,1,0,0,0,0,200,
slopezv2/Maya-Calendar/,https://github.com/slopezv2/Maya-Calendar/,1,0,0,0,1,0,0,0,0,200,
slotbite/CAP20/,https://github.com/slotbite/CAP20/,1,0,0,0,1,0,0,0,0,200,
svenvanhal/Assignment3/,https://github.com/svenvanhal/Assignment3/,1,0,0,0,1,0,0,0,0,404,
slowli/software-engineering-lectures/,https://github.com/slowli/software-engineering-lectures/,1,0,0,0,1,0,0,0,0,200,
slv92/SETema5/,https://github.com/slv92/SETema5/,1,0,0,0,0,0,0,1,0,200,
sm88/gcc_715/,https://github.com/sm88/gcc_715/,1,0,1,0,0,0,0,0,0,301,https://github.com/smjn/gcc_715
smalew/Battleship/,https://github.com/smalew/Battleship/,1,0,0,0,0,0,0,1,0,301,https://github.com/dkoropenko/Battleship
Smallavarapu92/5303-Database-Sudha/,https://github.com/Smallavarapu92/5303-Database-Sudha/,1,0,0,0,1,0,0,0,0,200,
svn2github/ACE-Middleware/,https://github.com/svn2github/ACE-Middleware/,1,0,0,0,0,0,0,1,0,404,
smallnest/smallnest.github.io/,https://github.com/smallnest/smallnest.github.io/,1,0,0,0,0,0,0,1,0,200,
smallpigex/ERDiagram_POSD_Homework/,https://github.com/smallpigex/ERDiagram_POSD_Homework/,1,0,0,0,0,0,0,1,0,200,
smancke/talks/,https://github.com/smancke/talks/,1,0,0,0,1,0,0,0,0,200,
smanikandan14/ActivityLogger/,https://github.com/smanikandan14/ActivityLogger/,1,0,0,0,1,0,0,0,0,200,
smankar/performance_workshop/,https://github.com/smankar/performance_workshop/,1,0,0,0,0,0,0,0,1,200,
smarisa/neronet/,https://github.com/smarisa/neronet/,1,0,0,0,1,0,0,0,0,301,https://github.com/sjjsy/neronet
SmartCidTeam/SmartCid/,https://github.com/SmartCidTeam/SmartCid/,1,0,0,0,1,0,0,0,0,200,
swallak/BD_Project/,https://github.com/swallak/BD_Project/,1,0,0,0,1,0,0,0,0,404,
SmartDecor/DecorGlass/,https://github.com/SmartDecor/DecorGlass/,1,0,0,0,1,0,0,0,0,200,
smartdevicelink/sdl_core/,https://github.com/smartdevicelink/sdl_core/,1,0,0,0,1,0,0,0,0,200,
smartdevicelink/sdl_server/,https://github.com/smartdevicelink/sdl_server/,1,0,0,0,0,0,0,1,0,200,
smarth-madan/RubyRealtor/,https://github.com/smarth-madan/RubyRealtor/,1,0,0,0,0,0,0,1,0,200,
smartly23/IbaPokus/,https://github.com/smartly23/IbaPokus/,1,0,0,0,0,0,0,1,0,200,
SmartNetrus/CodeBlocks_Projekte/,https://github.com/SmartNetrus/CodeBlocks_Projekte/,1,0,1,0,0,0,0,0,0,301,https://github.com/JonasHaslauer/CodeBlocks_Projekte
smartpigling/wxsite/,https://github.com/smartpigling/wxsite/,1,0,0,0,1,0,0,0,0,200,
smashingprotocol/antHome/,https://github.com/smashingprotocol/antHome/,1,0,0,0,0,0,0,0,1,200,
smasover/docker4dh-ucb/,https://github.com/smasover/docker4dh-ucb/,1,0,0,0,1,0,0,0,0,200,
smendez-hi/SUMO-hib/,https://github.com/smendez-hi/SUMO-hib/,1,0,0,0,1,0,0,0,0,200,
smessing/Hog/,https://github.com/smessing/Hog/,1,0,0,0,1,0,0,0,0,200,
SwiggitySwoogy/TrainingRepository/,https://github.com/SwiggitySwoogy/TrainingRepository/,1,1,0,0,0,0,0,0,0,404,
smgg3/Sravani556/,https://github.com/smgg3/Sravani556/,1,0,0,0,0,0,0,1,0,301,https://github.com/smgg3/city-guide-android-app
swirlycloud/swirlyc/,https://github.com/swirlycloud/swirlyc/,1,1,0,0,0,0,0,0,0,404,
smhm0012/Nanomouse/,https://github.com/smhm0012/Nanomouse/,1,0,0,0,1,0,0,0,0,200,
Smidqe/oo_ht/,https://github.com/Smidqe/oo_ht/,1,0,0,0,1,0,0,0,0,200,
smihaylovit/Homework/,https://github.com/smihaylovit/Homework/,1,0,0,0,1,0,0,0,0,200,
SMiLETraceability/Web-Service-API/,https://github.com/SMiLETraceability/Web-Service-API/,1,0,1,0,0,0,0,0,0,200,
smithand/PSD3-2/,https://github.com/smithand/PSD3-2/,1,0,0,0,0,0,0,1,0,200,
smithdodo/Pacman/,https://github.com/smithdodo/Pacman/,1,0,0,0,1,0,0,0,0,200,
swungify/BNDN-Project/,https://github.com/swungify/BNDN-Project/,1,0,0,0,1,0,0,0,0,404,
Smoczysko/presentations/,https://github.com/Smoczysko/presentations/,1,0,0,0,1,0,0,0,0,200,
sxsexe/csipsimple_lxd/,https://github.com/sxsexe/csipsimple_lxd/,1,0,0,0,1,0,0,0,0,404,
sxsexe/PTT_Terminal/,https://github.com/sxsexe/PTT_Terminal/,1,0,0,0,1,0,0,0,0,404,
Smoczysko/Smoczysko.github.io/,https://github.com/Smoczysko/Smoczysko.github.io/,1,0,0,0,1,0,0,0,0,200,
smora015/smora015.github.io/,https://github.com/smora015/smora015.github.io/,1,0,0,0,1,0,0,0,0,200,
smunix/ns-3-rfid/,https://github.com/smunix/ns-3-rfid/,1,0,0,0,1,0,0,0,0,200,
smutneja03/SearchEngine/,https://github.com/smutneja03/SearchEngine/,1,0,0,0,1,0,0,0,0,200,
snaphyPlugins/login/,https://github.com/snaphyPlugins/login/,1,0,0,0,1,0,0,0,0,200,
snappas/SoftwareDesignAssignments/,https://github.com/snappas/SoftwareDesignAssignments/,1,0,0,0,1,0,0,0,0,200,
SnehaKK/SnehaKK.github.io/,https://github.com/SnehaKK/SnehaKK.github.io/,1,0,0,0,1,0,0,0,0,200,
snejati86/MissionariesAndCannibals/,https://github.com/snejati86/MissionariesAndCannibals/,1,0,0,0,0,0,0,1,0,200,
snowplow/snowplow.github.com/,https://github.com/snowplow/snowplow.github.com/,1,0,0,0,1,0,0,0,0,301,https://github.com/snowplow-archive/snowplow.github.com
snowpuppy/ECE337/,https://github.com/snowpuppy/ECE337/,1,0,0,0,1,0,0,0,0,200,
snowwolf725/GTT/,https://github.com/snowwolf725/GTT/,1,0,0,0,1,0,0,0,0,200,
soadzoor/reversi/,https://github.com/soadzoor/reversi/,1,0,0,0,1,0,0,0,0,200,
soapower/soapower/,https://github.com/soapower/soapower/,1,0,0,0,1,0,0,0,0,200,
soapy/soapy/,https://github.com/soapy/soapy/,1,0,0,1,0,0,0,0,0,200,
sobkowiak/sobkowiak.github.io/,https://github.com/sobkowiak/sobkowiak.github.io/,1,0,0,0,1,0,0,0,0,200,
sobrinhodasilva/moodlesof/,https://github.com/sobrinhodasilva/moodlesof/,1,0,1,0,0,0,0,0,0,200,
soccerKevin/portfolio/,https://github.com/soccerKevin/portfolio/,1,0,0,0,0,0,0,1,0,200,
sofianehaddad/otmorris/,https://github.com/sofianehaddad/otmorris/,1,0,1,0,0,0,0,0,0,200,
SoftlySplinter/kyffin-digital-analysis/,https://github.com/SoftlySplinter/kyffin-digital-analysis/,1,0,0,0,1,0,0,0,0,200,
syphuonglam/ngahaxuan/,https://github.com/syphuonglam/ngahaxuan/,1,0,0,0,0,1,0,0,0,404,
software-engineering-project-1/vlsi-lab-exp2-team2/,https://github.com/software-engineering-project-1/vlsi-lab-exp2-team2/,1,0,0,0,0,0,0,0,1,200,
Software2015T1/SimpleLife/,https://github.com/Software2015T1/SimpleLife/,1,0,0,0,0,0,0,1,0,200,
SoftwareEngineeringByUs/team/,https://github.com/SoftwareEngineeringByUs/team/,1,0,0,0,0,0,0,1,0,200,
SoftwareEngineeringToolDemos/ICSE-2013-TestEvol/,https://github.com/SoftwareEngineeringToolDemos/ICSE-2013-TestEvol/,1,0,0,0,1,0,0,0,0,200,
softwarekitty/CatalogEditorDemo/,https://github.com/softwarekitty/CatalogEditorDemo/,1,0,0,0,0,0,0,1,0,200,
